ACCESSION_NUMBER	REPORTCALENDARORQUARTER	ISAMENDMENT	AMENDMENTNO	AMENDMENTTYPE	CONFDENIEDEXPIRED	DATEDENIEDEXPIRED	DATEREPORTED	REASONFORNONCONFIDENTIALITY	FILINGMANAGER_NAME	FILINGMANAGER_STREET1	FILINGMANAGER_STREET2	FILINGMANAGER_CITY	FILINGMANAGER_STATEORCOUNTRY	FILINGMANAGER_ZIPCODE	REPORTTYPE	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	PROVIDEINFOFORINSTRUCTION5	ADDITIONALINFORMATION
0001278573-25-000012	30-SEP-2025	N							Destination Wealth Management	1255 Treat Blvd. Suite 900		Walnut Creek	CA	94597	13F HOLDINGS REPORT	028-10716	000110365	801-53077	N	
0001172661-25-005079	30-SEP-2025	N							Garden State Investment Advisory Services LLC	328 Newman Springs Rd		Red Bank	NJ	07701	13F HOLDINGS REPORT	028-22939	000133088	801-79500	N	
0001062993-25-016842	30-SEP-2025	N							Voleon Capital Management LP	1919 SHATTUCK AVENUE, FLOORS 6-7		BERKELEY	CA	94704	13F HOLDINGS REPORT	028-13764			N	
0001172661-25-005078	30-SEP-2025	N							Ausdal Financial Partners, Inc.	5187 Utica Ridge Rd		Davenport	IA	52807	13F COMBINATION REPORT	028-17378	000007995	801-69266	N	
0001607866-25-000002	30-SEP-2025	N							FAGAN ASSOCIATES, INC.	767 HOOSICK ROAD		TROY	NY	12180	13F HOLDINGS REPORT	028-16157			N	
0001769897-25-000002	30-SEP-2025	N							GREAT VALLEY ADVISOR GROUP, INC.	1200 PENNSYLVANIA AVE	SUITE 202	WILMINGTON	DE	19806	13F HOLDINGS REPORT	028-19465			N	
0000886982-25-001521	30-SEP-2025								GOLDMAN SACHS GROUP INC	200 WEST STREET		NEW YORK	NY	10282	13F HOLDINGS REPORT	028-04981			N	
0001172661-25-005072	30-SEP-2025	N							Owl Creek Asset Management, L.P.	640 Fifth Avenue	20th Floor	New York	NY	10019	13F HOLDINGS REPORT	028-11037	000139371	801-66113	N	
0000902664-25-005056	30-SEP-2025	N							Cubist Systematic Strategies, LLC	72 Cummings Point Road		Stamford	CT	06902	13F HOLDINGS REPORT	028-16258	000292081		Y	The Reporting Manager, Cubist Systematic Strategies, LLC, is under common control with Point72 Asset Management, L.P. (Form 13F File Number 028-16256), 72 Investment Holdings, LLC (Form 13F File Number 028-20409), Point72 Hong Kong Ltd (Form 13F File Number 028-16027), Point72 Europe (London) LLP (Form 13F File Number 028-17887), Point72 Italy, S.r.l. (Form 13F File Number 028-23927), Point72 Middle East FZE (Form 13F File Number 028-23094), Point72 (DIFC) Ltd. (Form 13F File Number 028-24178), CPV Partners, LLC (Form 13F File Number 028-19347), and Point72 Asia (Singapore) Pte. Ltd. (Form 13F File Number 028-17282). * Positions that are exempt from reporting under Special Instruction 10 to the Form 13F are excluded from this report. However, positions that would not be exempt when aggregated with positions of the same security held by (i) the Other Included Managers or (ii) certain affiliates of the Reporting Manager and reported on their own Forms 13F, are listed herein.
0000902664-25-005055	30-SEP-2025	N							Jain Global LLC	9 WEST 57TH STREET	39TH FLOOR	NEW YORK	NY	10019	13F HOLDINGS REPORT	028-25324	000330309	801-130397	N	
0001420506-25-003428	30-SEP-2025	N							Evelyn Partners Investment Management Services Ltd	45 Gresham Street		London	X0	EC2V 7BG	13F HOLDINGS REPORT	028-25686			N	
0000902664-25-005050	30-SEP-2025	N							Point72 (DIFC) Ltd	L34-02, Level 34	ICD Brookfield Place	Dubai	C0	00000	13F HOLDINGS REPORT	028-24178	000330656		Y	The Reporting Manager, Point72 (DIFC) Limited, is under common control with Point72 Asset Management, L.P. (Form 13F File Number 028-16256), Cubist Systematic Strategies, LLC (Form 13F File Number 028-16258), Point72 Hong Kong Ltd (Form 13F File Number 028-16027), Point72 Europe (London) LLP (Form 13F File Number 028-17887), Point72 Italy, S.r.l. (Form 13F File Number 028-23927), Point72 Asia (Singapore) Pte. Ltd. (Form 13F File Number 028-17282), Point72 Middle East FZE  (Form 13F File Number 028-23094), CPV Partners, LLC (Form 13F File Number 028-19347), and 72 Investment Holdings, LLC (Form 13F File Number 028-20409). * Positions that are exempt from reporting under Special Instruction 10 to the Form 13F are excluded from this report. However, positions that would not be exempt when aggregated with positions of the same security held by (i) the Other Included Managers or (ii) certain affiliates of the Reporting Manager and reported on their own Forms 13F, are listed herein.
0001951757-25-001443	30-SEP-2025								Round Rock Advisors, LLC	187 DANBURY ROAD	SUITE 201	WILTON	CT	06897	13F HOLDINGS REPORT	028-21052			N	
0000899140-25-001318	30-SEP-2025	N							Zurich Insurance Group Ltd/FI	MYTHENQUAI 2		Zurich	V8	8002	13F HOLDINGS REPORT	028-17038			N	
0002010710-25-000008	30-SEP-2025								JPL Wealth Management, LLC	5300 DTC PKWY	SUITE 100	GREENWOOD VILLAGE	CO	80111	13F HOLDINGS REPORT	028-23678			N	
0000905148-25-004026	30-SEP-2025	N							Brevan Howard Capital Management LP	6TH FLOOR	37 ESPLANADE	ST. HELIER	Y9	JE2 3QA	13F HOLDINGS REPORT	028-14379	000161292	802-74971	Y	"*NOTE: The investment manager filing this report is deemed to have investment discretion with respect to securities over which Brevan Howard (Hong Kong) Limited (""BHHK""), Brevan Howard Investment Products Limited (""BHIPL""), Brevan Howard Cayman SEZC Limited (""BHCSL""), Brevan Howard Investment Management Limited (""BHIM""), Brevan Howard US Investment Management LP (""BHUS""), Brevan Howard (Tel Aviv) Limited (""BHTA"") and Brevan Howard Private Limited (""BHPL""), subsidiaries of the investment manager, exercise investment discretion as a result of the investment manager having control over BHHK, BHIPL, BHCSL, BHIM, BHUS, BHTA and BHPL."
0000902664-25-005042	30-SEP-2025	N							Point72 Asset Management, L.P.	72 Cummings Point Road		Stamford	CT	06902	13F COMBINATION REPORT	028-16256	000283077	801-107348	Y	The Reporting Manager, Point72 Asset Management, L.P., is under common control with Cubist Systematic Strategies, LLC (Form 13F File Number 028-16258), 72 Investment Holdings, LLC (Form 13F File Number 028-20409), Point72 Hong Kong Ltd (Form 13F File Number 028-16027), Point72 Europe (London) LLP (Form 13F File Number 028-17887), Point72 Italy, S.r.l. (Form 13F File Number 028-23927), Point72 Middle East FZE (Form 13F File Number 028-23094), Point72 (DIFC) Limited (Form 13F File Number 028-24178), CPV Partners, LLC (Form 13F File Number 028-19347), and Point72 Asia (Singapore) Pte. Ltd. (Form 13F File Number 028-17282). * Positions that are exempt from reporting under Special Instruction 10 to the Form 13F are excluded from this report. However, positions that would not be exempt when aggregated with positions of the same security held by (i) the Other Included Managers or (ii) certain affiliates of the Reporting Manager and reported on their own Forms 13F, are listed herein.
0001502149-25-000029	30-SEP-2025								Transamerica Financial Advisors, LLC	6400 C STREET SW		CEDAR RAPIDS	IA	52499	13F COMBINATION REPORT	028-14018	000016164	8-33429	N	
0002050130-25-000006	30-SEP-2025								VestGen Advisors, LLC	1605 W COLONIAL PARKWAY		INVERNESS	IL	60067	13F HOLDINGS REPORT	028-25581	000318657	801-123390	N	
0002019084-25-000005	30-SEP-2025								KIRTLAND HILLS CAPITAL MANAGEMENT, LLC	1 BRATENAHL PLACE	SUITE 1201	BRATENAHL	OH	44108	13F HOLDINGS REPORT	028-24149			N	
0001081019-25-000025	30-SEP-2025								CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM	100 WATERFRONT PLACE		WEST SACRAMENTO	CA	95605	13F HOLDINGS REPORT	028-04855			N	
0000919574-25-007011	30-SEP-2025	N							SYMMETRY PEAK MANAGEMENT LLC	555 East Lancaster Avenue	Suite 660	Radnor	PA	19087	13F HOLDINGS REPORT	028-12150	000129678		N	
0001172661-25-005053	30-SEP-2025	N							Qtron Investments LLC	200 High Street	5th Floor	Boston	MA	02110	13F HOLDINGS REPORT	028-19339	000285608	801-111732	N	
0002010327-25-000006	30-SEP-2025								Valley Financial Group, Inc.	311 LINDENWOLD AVE		AMBLER	PA	19002	13F HOLDINGS REPORT	028-23812	000312254	801-120325	N	
0002082744-25-000001	30-SEP-2025								Exit Wealth Advisors, LLC.	1266 WEST PACES FERRY ROAD	SUITE 223	ATLANTA	GA	30327	13F HOLDINGS REPORT	028-25876	000332573	801-134540	N	
0001637460-25-000003	30-SEP-2025	N							Man Group plc	RIVERBANK HOUSE, 2 SWAN LANE		LONDON	X0	EC4R 3AD	13F COMBINATION REPORT	028-18778			Y	Man Group plc, which is the institutional investment manager filing this Form 13F, is the parent company which indirectly, through various intermediate entities, controls the Other Included Managers that exercise investment discretion over Section 13(f) securities.  Based on this corporate structure, Man Group plc is deemed to have shared investment discretion over the Section 13(f) positions of each of the Other Included Managers.
0001420506-25-003416	30-SEP-2025	N							OCCUDO QUANTITATIVE STRATEGIES LP	500 E BROWARD BLVD	SUITE 1720	FORT LAUDERDALE	FL	33394	13F HOLDINGS REPORT	028-20884			N	
0001214659-25-016672	30-SEP-2025	N							Tudor Financial Inc.	8111 TIMBERLODGE TRAIL		DAYTON	OH	45458	13F HOLDINGS REPORT	028-24510			N	
0001214659-25-016670	30-SEP-2025	N							Private Capital Management, LLC	8889 PELICAN BAY BOULEVARD, SUITE 500		NAPLES	FL	34108	13F HOLDINGS REPORT	028-15645			N	
0001104659-25-112514	30-SEP-2025	N							CITADEL ADVISORS LLC	830 BRICKELL PLAZA		MIAMI	FL	33131	13F HOLDINGS REPORT	028-13183	000148826	801-70860	N	
0001745981-25-000006	30-SEP-2025								WORLDQUANT MILLENNIUM ADVISORS LLC	399 PARK AVENUE		NEW YORK	NY	10022	13F HOLDINGS REPORT	028-18889			Y	The Institutional Investment Manager filing this report is a relying adviser (as defined under the SEC's Form ADV) of Millennium Management LLC. Certain holdings included in this report involve discretion exercised by one or more relying advisers of Millennium Management LLC, affiliated with the Institutional Investment Manager, that are not separately identified on this report.
0001172661-25-005038	30-SEP-2025	N							KEYWISE CAPITAL MANAGEMENT (HK) Ltd	ROOM 3008-10, 30/F, COSCO TOWER	183 QUEEN'S ROAD CENTRAL	HONG KONG	K3	000	13F HOLDINGS REPORT	028-14858	000160593	801-76775	N	
0001172661-25-005037	30-SEP-2025	N							Centiva Capital, LP	66 Hudson Boulevard E	56th Floor	New York	NY	10001	13F HOLDINGS REPORT	028-18268	000286299	801-108886	N	
0001104659-25-112505	30-SEP-2025	N							D. E. Shaw & Co., Inc.	Two Manhattan West	375 Ninth Avenue, 52nd Floor	New York	NY	10001	13F HOLDINGS REPORT	028-05396			Y	Daniel R. Marcus signs this Report as Attorney-in-Fact for David E. Shaw, President of D. E. Shaw & Co., Inc. D. E. Shaw & Co., Inc. may be deemed an institutional investment manager in its capacity as the general partner of D. E. Shaw & Co., L.P., which in turn is the managing member of certain other affiliated institutional investment managers. D. E. Shaw & Co., Inc. does not exercise investment or voting discretion, and therefore disclaims such discretion, with respect to Section 13(f) securities. D. E. Shaw & Co., L.P. may be deemed to exercise investment or voting discretion for affiliated institutional investment managers. D. E. Shaw & Co., L.P. does not exercise investment or voting discretion, and therefore disclaims such discretion, with respect to Section 13(f) securities over which such affiliated institutional investment managers exercise investment or voting discretion.
0001720777-25-000007	30-SEP-2025								Strategic Wealth Partners, Ltd.	5005 ROCKSIDE RD	SUITE 1200	INDEPENDENCE	OH	44131-6829	13F HOLDINGS REPORT	028-18715			N	
0001172661-25-005031	30-SEP-2025	N							Holocene Advisors, LP	15 East 26th Street, 8th Floor		New York	NY	10010	13F HOLDINGS REPORT	028-18519	000287999	801-110222	N	
0001398344-25-020991	30-SEP-2025	N							Gotham Asset Management, LLC	825 THIRD AVENUE, SUITE 1750		NEW YORK	NY	10022	13F HOLDINGS REPORT	028-14365	000149335	801-69960	N	
0001398344-25-020990	30-SEP-2025	N							WEXFORD CAPITAL LP	777 SOUTH FLAGLER DRIVE	SUITE 602 EAST	WEST PALM BEACH	FL	33401-6122	13F HOLDINGS REPORT	028-10398	000108726	801-55118	N	
0001193125-25-282909	30-SEP-2025	N							FRED ALGER MANAGEMENT, LLC	100 PEARL STREET, 27TH FLOOR		NEW YORK	NY	10004	13F HOLDINGS REPORT	028-00869	000106750	801-6709	N	
0001273087-25-000034	30-SEP-2025								MILLENNIUM MANAGEMENT LLC	399 PARK AVENUE		NEW YORK	NY	10022	13F COMBINATION REPORT	028-10684			Y	"Each of the holdings described below is held directly or indirectly by Millennium Partners, L.P. or one or more affiliated investment funds that invest a portion of their assets in Millennium Partners, L.P. The Other Included Managers Nos. 1 and 2 and the Other Manager Reporting for this Manager described herein are relying advisers (as defined under the SEC's Form ADV) of the Institutional Investment Manager filing this report (the ""Institutional Investment Manager""). Certain holdings included in this report involve discretion exercised by other relying advisers of the Institutional Investment Manager that are not separately identified on this report. In addition, certain holdings included in this report are also reported in the holdings reports of other institutional investment managers that may be deemed to have shared investment discretion over such holdings, but on whose behalf the Institutional Investment Manager does not file holdings reports. For purposes of responding to Column 4 of the Information Table, values of all warrants that are 13(f) securities are valued based on the closing price of such warrants as of the quarter end."
0000905148-25-004002	30-SEP-2025	N							KADENSA CAPITAL Ltd	SUITE 1501 YORK HOUSE, THE LANDMARK,	15 QUEEN'S ROAD CENTRAL	CENTRAL	K3	00000	13F HOLDINGS REPORT	028-18541	000285524	802-110605	N	
0001172661-25-005026	30-SEP-2025	N							Quadcap Wealth Management, LLC	2600 Network Blvd	Suite 300	Frisco	TX	75034	13F HOLDINGS REPORT	028-23889	000151490	801-79483	N	
0001806027-25-000003	30-SEP-2025	N							Aspen Grove Capital, LLC	90 BENCHMARK RD SUITE 201	PO BOX 9389	AVON	CO	81620	13F HOLDINGS REPORT	028-22986	000158166	801-78138	N	
0000929638-25-004287	30-SEP-2025	N							CANTOR FITZGERALD, L. P.	110 EAST 59TH STREET		NEW YORK	NY	10022	13F COMBINATION REPORT	028-22122			N	
0000929638-25-004285	30-SEP-2025	N							Ionic Capital Management LLC	475 FIFTH AVENUE	9TH FLOOR	NEW YORK	NY	10017	13F HOLDINGS REPORT	028-12913	000156400	801-72188	N	
0001104659-25-112450	30-SEP-2025	N							Williams Jones Wealth Management, LLC.	717 Fifth Ave, 11th Floor		New York	NY	10022	13F HOLDINGS REPORT	028-19622	000301925	801-116946	N	
0000902664-25-004980	30-SEP-2025	N							TUDOR INVESTMENT CORP ET AL	200 ELM STREET		STAMFORD	CT	06901	13F HOLDINGS REPORT	028-04356	000159792	801-73474	N	
0001214659-25-016646	30-SEP-2025	N							VOLORIDGE INVESTMENT MANAGEMENT, LLC	115 FRONT STREET	SUITE 300	JUPITER	FL	33477	13F HOLDINGS REPORT	028-15761	000152869	801-71044	N	
0001214659-25-016632	30-SEP-2025	N							Philadelphia Financial Management of San Francisco, LLC	450 SANSOME STREET	SUITE 1500	SAN FRANCISCO	CA	94111	13F HOLDINGS REPORT	028-11642	000131413	801-63788	N	
0001214659-25-016636	30-SEP-2025	N							Scientech Research LLC	30 MONTGOMERY ST	SUITE 310	JERSEY CITY	NJ	07302	13F HOLDINGS REPORT	028-23825			N	
0001214659-25-016637	30-SEP-2025	N							SHERBROOKE PARK ADVISERS LLC	50 Main Street	Suite 1000	White Plains	NY	10606	13F HOLDINGS REPORT	028-23053	000323576	801-127108	N	
0001214659-25-016628	30-SEP-2025	N							MBB PUBLIC MARKETS I LLC	1 N WACKER DR	SUITE 3050	CHICAGO	IL	60606	13F HOLDINGS REPORT	028-22092			N	
0001172661-25-005017	30-SEP-2025	N							Parallax Volatility Advisers, L.P.	101 Montgomery Street	Suite 700	San Francisco	CA	94104	13F HOLDINGS REPORT	028-14500	000158143	801-73683	N	
0001332811-25-000011	30-SEP-2025								KNIGHTSBRIDGE ASSET MANAGEMENT, LLC	450 NEWPORT CENTER DRIVE	SUITE 630	NEWPORT BEACH	CA	92660	13F HOLDINGS REPORT	028-11482	000110347	801-55731	N	
0001172661-25-005015	30-SEP-2025	N							Walleye Trading LLC	315 Park Ave S Floor 18		New York	NY	10010	13F HOLDINGS REPORT	028-12094	000136196	8-66988	N	
0001904323-25-000005	30-SEP-2025								Royal Capital Wealth Management, LLC	4000 WEST 106TH STREET, SUITE 125-190		CARMEL	IN	46032	13F HOLDINGS REPORT	028-22187	000292217	801-113892	N	
0000919574-25-006996	30-SEP-2025	N							INFRASTRUCTURE CAPITAL ADVISORS, LLC	1325 Avenue Of The Americas	28th Floor	New York	NY	10019	13F HOLDINGS REPORT	028-17986	000166459	801-79940	N	
0001172661-25-005014	30-SEP-2025	N							Walleye Capital LLC	315 Park Ave S Floor 18		New York	NY	10010	13F COMBINATION REPORT	028-18937	000161413	801-113731	N	
0001398344-25-020982	30-SEP-2025	N							Firsthand Capital Management, Inc.	150 ALMADEN BLVD.	SUITE 1250	SAN JOSE	CA	95113	13F HOLDINGS REPORT	028-13609	000150647	801-70365	N	
0001904677-25-000008	30-SEP-2025								White Knight Strategic Wealth Advisors, LLC	100 CANAL POINTE BLVD, SUITE 121		PRINCETON	NJ	08540	13F HOLDINGS REPORT	028-21451	000302098	801-116803	N	
0001172661-25-005010	30-SEP-2025	N							Prosperity Financial Group, Inc.	2333 San Ramon Valley Blvd.	Ste 200	San Ramon	CA	94583	13F HOLDINGS REPORT	028-23384	000145540	801-100511	N	
0001904388-25-000008	30-SEP-2025								Wick Capital Partners, LLC	150 N. RADNOR CHESTER ROAD, SUITE 226		WAYNE	PA	19087	13F HOLDINGS REPORT	028-21470	000299194	801-114337	N	
0001548392-25-000009	30-SEP-2025	N							Utah Retirement Systems	540 EAST 200 SOUTH		SALT LAKE CITY	UT	84102	13F HOLDINGS REPORT	028-15080			N	
0001116247-25-000005	30-SEP-2025								FAIRFIELD, BUSH & CO.	320 BOSTON POST ROAD	SUITE 150	DARIEN	CT	06820	13F HOLDINGS REPORT	028-05809	000105970	801-9532	N	
0001962685-25-000006	30-SEP-2025								Talisman Wealth Advisors LLC	1162 SPRINGFIELD AVENUE, 2ND FLOOR		MOUNTAINSIDE	NJ	07092	13F HOLDINGS REPORT	028-23111	000313283	801-120785	N	
0001803084-25-000010	30-SEP-2025								Adams Wealth Management	701 SOUTH MAIN ST, SUITE 400		LOGAN	UT	84321	13F HOLDINGS REPORT	028-19910			N	
0000926171-25-000015	30-SEP-2025								NATIONAL BANK OF CANADA /FI/	NATIONAL BANK PLACE	800 SAINT-JACQUES STREET	MONTREAL	A8	H3C 1A3	13F HOLDINGS REPORT	028-21480			Y	Please note the following:  Form 13F Information Table Entry Total: 5314. However, you will detect Form 13F Information Table Entry Total: 5313. Thank you.
0001104659-25-112424	30-SEP-2025	N							IHT Wealth Management, LLC	123 N. Wacker Drive	Suite 2300	Chicago	IL	60606	13F HOLDINGS REPORT	028-17839			N	
0001803916-25-000015	30-SEP-2025								Aquatic Capital Management LLC	225 W. RANDOLPH ST.	FLOOR 23	CHICAGO	IL	60606	13F HOLDINGS REPORT	028-22161	000307291	801-120230	N	
0001904432-25-000006	30-SEP-2025								Evergreen Wealth Solutions, LLC	1000 COMMERCE PARK DRIVE, #407		WILLIAMSPORT	PA	17701	13F HOLDINGS REPORT	028-21456	000299407	801-114485	N	
0002029317-25-000008	30-SEP-2025								Glen Eagle Advisors, LLC	4422C ROUTE 27, PO BOX 399		KINGSTON	NJ	08528	13F HOLDINGS REPORT	028-24210	000282920	801-79298	N	
0001754960-25-000796	30-SEP-2025								VICTORY FINANCIAL GROUP, LLC	6500 RIVER PLACE BLVD.	BLDG. 1, STE. 203	AUSTIN	TX	78730	13F HOLDINGS REPORT	028-23753	000324943		N	
0001763350-25-000002	30-SEP-2025	N							Main Street Financial Solutions, LLC	503 E. WASHINGTON AVENUE	SUITE 1C	NEWTOWN	PA	18940	13F HOLDINGS REPORT	028-21078	000305834	801-117871	N	
0002011550-25-000006	30-SEP-2025								Wiser Advisor Group LLC	4616 E SUNSET DR		PHOENIX	AZ	85028	13F HOLDINGS REPORT	028-23729			N	
0001437749-25-035146	30-SEP-2025								Prosperity Consulting Group, LLC	10065 RED RUN BOULEVARD	SUITE 200	Owings Mills	MD	21117	13F HOLDINGS REPORT	028-21728			N	
0001172661-25-005004	30-SEP-2025	N							Capula Management Ltd	PO Box 309	Ugland House	Grand Cayman	E9	KY1-1104	13F HOLDINGS REPORT	028-17203	000163729	802-113693	N	
0001172661-25-005003	30-SEP-2025	N							Snowden Capital Advisors LLC	540 Madison Ave.	9th Floor	New York	NY	10022	13F HOLDINGS REPORT	028-21938	000157299	801-72332	N	
0001420506-25-003395	30-SEP-2025	N							Elequin Capital, LP	1359 BROADWAY	SUITE 1140	NEW YORK	NY	10018	13F HOLDINGS REPORT	028-22205	000308371	802-128325 	N	
0001999371-25-017880	30-SEP-2025	N							SHELTON CAPITAL MANAGEMENT	1125 17th Street	Ste. 2550	Denver	CO	80202	13F COMBINATION REPORT	028-05709	000104720	801-25205	N	
0001580642-25-007307	30-SEP-2025	N							1248 Management, LLC	4622 Pennsylvania Ave	Suite 600	Kansas City	MO	64112	13F HOLDINGS REPORT	028-25320			N	
0001420506-25-003390	30-SEP-2025	N							Bridgefront Capital, LLC	115 WILD BASIN ROAD	SUITE 109	AUSTIN	TX	78746	13F HOLDINGS REPORT	028-20758			N	
0002029433-25-000009	30-SEP-2025								Science & Technology Partners, L.P.	660 STEAMBOAT ROAD	3RD FLOOR	GREENWICH	CT	06830	13F HOLDINGS REPORT	028-25195	000331267	801-130308	N	
0001398344-25-020978	30-SEP-2025	N							Aberdeen Wealth Management LLC	515 GLEN AVE		LAKE BLUFF	IL	60044	13F HOLDINGS REPORT	028-20003	000108525	801-57736	N	
0000946629-25-000010	30-SEP-2025	Y	1	RESTATEMENT					LEIGH BALDWIN & CO., LLC	112 ALBANY STREET		CAZENOVIA	NY	13035-0660	13F HOLDINGS REPORT	028-25245	000038751	801-69290	N	
0000947871-25-001007	30-SEP-2025	N							Zurcher Kantonalbank (Zurich Cantonalbank)	Bahnhofstrasse 9		ZURICH	V8	8001	13F HOLDINGS REPORT	028-14753			N	
0001062993-25-016833	30-SEP-2025	N							Counterweight Ventures, LLC	404 N. 3RD STREET	SUITE 107	WILMINGTON	NC	28401	13F HOLDINGS REPORT	028-23992	000327880	801-128694	N	
0002056729-25-000005	30-SEP-2025								CURA WEALTH ADVISORS, LLC	180 NORTH STETSON AVE STE 3500		CHICAGO	IL	60601	13F HOLDINGS REPORT	028-25268	000332511	801-130922	N	
0001698607-25-000004	30-SEP-2025								Main Management ETF Advisors, LLC	601 CALIFORNIA STREET	SUITE 300	SAN FRANCISCO	CA	94108	13F HOLDINGS REPORT	028-18707	000288558	801-110799	N	
0001317784-25-000003	30-SEP-2025	N							SFE Investment Counsel	801 SOUTH FIGUEROA STREET	SUITE 610	LOS ANGELES	CA	90017	13F HOLDINGS REPORT	028-11318	000145530	801-68580	N	
0001162044-25-001158	30-SEP-2025	N							BERKSHIRE CAPITAL HOLDINGS INC	475 Milan Drive	Suite 103	San Jose	CA	95134	13F HOLDINGS REPORT	028-06289	000107175		N	
0000791540-25-000012	30-SEP-2025								NBC SECURITIES, INC.	1927 1ST AVENUE NORTH		BIRMINGHAM	AL	35203-0686	13F HOLDINGS REPORT	028-23420	000017870		N	
0001172661-25-004995	30-SEP-2025	Y	1	NEW HOLDINGS	N				Heard Capital LLC	1 N. Wacker Dr	Suite 3650	Chicago	IL	60606	13F HOLDINGS REPORT	028-19839	000297176	801-117709	N	
0001697856-25-000004	30-SEP-2025	N							Financial Advisors Network, Inc.	1432 EDINGER AVENUE	SUITE 200	TUSTIN	CA	92780	13F HOLDINGS REPORT	028-17762			N	
