ACCESSION_NUMBER	REPORTCALENDARORQUARTER	ISAMENDMENT	AMENDMENTNO	AMENDMENTTYPE	CONFDENIEDEXPIRED	DATEDENIEDEXPIRED	DATEREPORTED	REASONFORNONCONFIDENTIALITY	FILINGMANAGER_NAME	FILINGMANAGER_STREET1	FILINGMANAGER_STREET2	FILINGMANAGER_CITY	FILINGMANAGER_STATEORCOUNTRY	FILINGMANAGER_ZIPCODE	REPORTTYPE	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	PROVIDEINFOFORINSTRUCTION5	ADDITIONALINFORMATION
0001999371-25-018008	30-SEP-2025	N							FWL INVESTMENT MANAGEMENT, LLC	3102 Oak Lawn Avenue	Suite 750	Dallas	TX	75219	13F HOLDINGS REPORT	028-20432	000174119	801-110851	N	
0001094584-25-000005	30-SEP-2025								PIN OAK INVESTMENT ADVISORS INC	510 BERING	SUITE 100	HOUSTON	TX	77057	13F HOLDINGS REPORT	028-05631			N	
0002011850-25-000007	30-SEP-2025								Optimist Retirement Group LLC	11400 SE 8TH ST. #465		BELLEVUE	WA	98004	13F HOLDINGS REPORT	028-23965	000119086	801-114109	N	
0001991301-25-000008	30-SEP-2025								Sterling Financial Group, Inc.	201 S LAKE AVE	STE 500	PASADENA	CA	91101	13F HOLDINGS REPORT	028-23377	000300327	801-114827	N	
0001214659-25-016789	30-SEP-2025	N							Avondale Wealth Management	4407 BEE CAVE ROAD, SUITE 421		WEST LAKE HILLS	TX	78746	13F HOLDINGS REPORT	028-18730			N	
0001398344-25-021019	30-SEP-2025	N							LGT Financial Advisors LLC	2626 HOWELL ST	SUITE 700	DALLAS	TX	75204	13F HOLDINGS REPORT	028-23020	000111575	801-77833	N	
0001767040-25-000005	30-SEP-2025								BROOKS, MOORE & ASSOCIATES, INC.	3905 SAINT ELMO AVENUE		CHATTANOOGA	TN	37409	13F HOLDINGS REPORT	028-19038			N	
0001953154-25-000005	30-SEP-2025								Investidor Profissional Gestao de Recursos Ltda.	RUA DIAS FERREIRA 190	SALA 702	RIO DE JANEIRO	D5	22431-050	13F HOLDINGS REPORT	028-22675			N	
0001172661-25-005200	30-SEP-2025	N							Schneider Downs Wealth Management Advisors, LP	One Ppg Place, Suite 1700		Pittsburgh	PA	15222	13F HOLDINGS REPORT	028-17099	000128591	801-62441	N	
0001104659-25-113133	30-SEP-2025	N							Camelot Portfolios, LLC	1700 Woodlands Drive	Suite 100	Maumee	OH	43537	13F COMBINATION REPORT	028-15429			N	
0002085853-25-000285	30-SEP-2025	N							Eaton Financial Holdings Company, LLC	11555 Heron Bay Boulevard	Suite 200	Coral Springs	FL	33076	13F HOLDINGS REPORT	028-23172	000316323	801-122301	N	
0001193125-25-284421	30-SEP-2025	N							HANCOCK WHITNEY CORP	ONE HANCOCK WHITNEY PLAZA	P O BOX 4019	GULFPORT	MS	39501	13F COMBINATION REPORT	028-05671			N	
0001453381-25-000004	30-SEP-2025								Jasper Ridge Partners, L.P.	2885 SAND HILL ROAD	SUITE 100	MENLO PARK	CA	94025	13F HOLDINGS REPORT	028-13369	000144401	801-70818	N	
0001172661-25-005199	30-SEP-2025	Y	1	NEW HOLDINGS	N				KDT Advisors, LLC	103 CARNEGIE CENTER	SUITE 300	PRINCETON	NJ	08540	13F HOLDINGS REPORT	028-25238	000289816	801-111805	N	
0001477872-25-000007	30-SEP-2025								Saratoga Research & Investment Management	P.O BOX 3552		SARATOGA	CA	95070	13F HOLDINGS REPORT	028-13757			N	
0001080132-25-000006	30-SEP-2025								Peloton Wealth Strategists	8500 KEYSTONE CROSSING	STE 450	INDIANAPOLIS	IN	46240	13F HOLDINGS REPORT	028-04845			N	
0001636587-25-000061	30-SEP-2025								Greenline Partners, LLC	521 FIFTH AVENUE	SUITE 1706	NEW YORK	NY	10175	13F HOLDINGS REPORT	028-18839			N	
0002013339-25-000006	30-SEP-2025								Abel Hall, LLC	9270 SIEGEN LANE STE 202		BATON ROUGE	LA	70810	13F HOLDINGS REPORT	028-23994			N	
0001381296-25-000005	30-SEP-2025								Aureus Asset Management, LLC	ONE WINTHROP SQUARE		BOSTON	MA	02110	13F HOLDINGS REPORT	028-12908			N	
0001214659-25-016774	30-SEP-2025	N							Financial Engines Advisors L.L.C.	3945 FREEDOM CIRCLE	SUITE 450	SANTA CLARA	CA	95054	13F HOLDINGS REPORT	028-12703			N	
0001172661-25-005198	30-SEP-2025	N							OmniStar Financial Group, Inc.	1712 Eastwood Road	Suite 212	Wilmington	NC	28403	13F HOLDINGS REPORT	028-18682	000138515	801-107868	N	
0001172661-25-005197	30-SEP-2025	N							Harvest Investment Services, LLC	1 Transam Plaza Drive	Suite 230	Oakbrook Terrace	IL	60181	13F HOLDINGS REPORT	028-19357	000159390	801-79232	N	
0001172661-25-005196	30-SEP-2025	N							Sterling Wealth Management, Inc.	301 N. Neil St.	Suite 203	Champaign	IL	61820	13F HOLDINGS REPORT	028-23890	000131304	801-112948	N	
0002055099-25-000010	30-SEP-2025								Opulen Financial Group LLC	3101 WILSON BLVD SUITE 500		ARLINGTON	VA	22201	13F HOLDINGS REPORT	028-24795			N	
0001765380-25-000503	30-SEP-2025	Y	1	RESTATEMENT					Keystone Financial Group	527 WELLINGTON WAY, STE 225		LEXINGTON	KY	40503	13F HOLDINGS REPORT	028-18307			N	
0001434323-25-000005	30-SEP-2025								Palisade Asset Management, LLC	100 SOUTH FIFTH STREET, SUITE 420		MINNEAPOLIS	MN	55402	13F HOLDINGS REPORT	028-13058			N	
0001999371-25-017982	30-SEP-2025	N							FSA Wealth Management LLC	144 Gould Street	Suite 120	Needham	MA	02494	13F HOLDINGS REPORT	028-20176	000288525	801-110991	N	
0000884414-25-000005	30-SEP-2025	N							JACOBS LEVY EQUITY MANAGEMENT, INC	100 CAMPUS DRIVE	P.O. BOX 650	FLORHAM PARK	NJ	07932	13F COMBINATION REPORT	028-03059			N	
0001376474-25-000944	30-SEP-2025								Conservest Capital Advisors, Inc.	257 E. LANCASTER AVE.	SUITE 205	WYNNEWOOD	PA	19096	13F HOLDINGS REPORT	028-18023			N	
0001962449-25-000007	30-SEP-2025								Kestra Investment Management, LLC	5707 SOUTHWEST PARKWAY	BUILDING 2, SUITE 400	AUSTIN	TX	78735	13F HOLDINGS REPORT	028-24349			N	
0001682021-25-000013	30-SEP-2025	N							Vivaldi Capital Management LP	225 W. WACKER DRIVE - SUITE 2100		CHICAGO	IL	60606	13F HOLDINGS REPORT	028-18047			N	
0001583672-25-000005	30-SEP-2025								Central Asset Investments & Management Holdings (HK) Ltd	3403 GLOUCESTER TOWER, THE LANDMARK	15 QUEEN'S ROAD CENTRAL	HONG KONG	K3	NOT APPLIC	13F HOLDINGS REPORT	028-15610			N	
0001046192-25-000019	30-SEP-2025								CANADA LIFE ASSURANCE Co	100 OSBORNE STREET NORTH		WINNIPEG	A2	R3C 1V3	13F COMBINATION REPORT	028-10601			N	
0002051323-25-000025	30-SEP-2025								CAXTON ASSOCIATES LLP	20 CARLTON HOUSE TERRACE	2ND FLOOR	LONDON	X0	SW1Y 5AN	13F HOLDINGS REPORT	028-25611	000132823	801-63731	N	
0001104659-25-112875	30-SEP-2025	N							Morningstar Investment Management LLC	22 W WASHINGTON STREET		CHICAGO	IL	60602	13F COMBINATION REPORT	028-17446			N	
0001951757-25-001444	30-SEP-2025								FMA Wealth Management, LLC	33 RAILROAD AVENUE	SUITE 2	DUXBURY	MA	02332	13F HOLDINGS REPORT	028-23682			N	
0002033053-25-000010	30-SEP-2025								Paul R. Ried Financial Group, LLC	10801 MAIN STREET	SUITE 201	BELLEVUE	WA	98004	13F HOLDINGS REPORT	028-24617	000002972	801-113796	N	
0001908965-25-000007	30-SEP-2025								Gould Capital, LLC	2323 N 31ST ST, STE 100		TACOMA	WA	98403	13F HOLDINGS REPORT	028-22060	000300609		N	
0001213900-25-111211	30-SEP-2025	N							Hancock Prospecting Pty Ltd	PO Locked Bag 2		West Perth	C3	6872	13F HOLDINGS REPORT	028-25125			N	
0001632801-25-000009	30-SEP-2025								Blue Chip Partners, LLC	38505 COUNTRY CLUB DRIVE, SUITE #150		FARMINGTON HILLS	MI	48331	13F HOLDINGS REPORT	028-16504	000132437	801-64705	N	
0001106832-25-000008	30-SEP-2025								CASTLEARK MANAGEMENT LLC	1 N WACKER DR	STE 3950	CHICAGO	IL	60606	13F HOLDINGS REPORT	028-05573			N	
0001954109-25-000012	30-SEP-2025	Y	1	RESTATEMENT					Strive Asset Management, LLC	200 CRESCENT COURT	SUITE 1400	DALLAS	TX	75201	13F COMBINATION REPORT	028-22677	000322039	801-125907	N	
0001905669-25-000005	30-SEP-2025								Synergy Financial Group, LTD	2710 CROW CANYON RD	#1065	SAN RAMON	CA	94583	13F HOLDINGS REPORT	028-21808	000309961		N	
0001727573-25-000013	30-SEP-2025								McCollum Christoferson Group LLC	500 CORPORATE PARKWAY	SUITE 210	AMHERST	NY	14223	13F HOLDINGS REPORT	028-18200	000268812		N	
0000897069-25-001709	30-SEP-2025	N							Perritt Capital Management Inc	300 South Wacker Drive		Chicago	IL	60606	13F HOLDINGS REPORT	028-10646			N	
0001934951-25-000004	30-SEP-2025								Schwallier Wealth Management LLC	607 CASCADE WEST PARKWAY SE		GRAND RAPIDS	MI	49546	13F HOLDINGS REPORT	028-23945	000143329	801-122547	N	
0001455969-25-000006	30-SEP-2025								Reynders McVeigh Capital Management, LLC	10 POST OFFICE SQUARE	SUITE N1010	BOSTON	MA	02109	13F HOLDINGS REPORT	028-13671			N	
0001172661-25-005150	30-SEP-2025	N							Alyeska Investment Group, L.P.	77 WEST WACKER DRIVE	7TH FLOOR	CHICAGO	IL	60601	13F HOLDINGS REPORT	028-13284	000155058	801-71962	N	
0001213900-25-111189	30-SEP-2025	N							NewEdge Advisors, LLC	858 CAMP STREET		NEW ORLEANS	LA	70130	13F HOLDINGS REPORT	028-16626			N	
0001086763-25-000016	30-SEP-2025	N							FIRST FOUNDATION ADVISORS	18101 Von Karman Avenue	Ste 700	Irvine	CA	92612	13F HOLDINGS REPORT	028-05785			N	
0001849529-25-000004	30-SEP-2025								Revere Asset Management, Inc	17103 PRESTON ROAD #225N		DALLAS	TX	75249	13F HOLDINGS REPORT	028-25880			N	
0001649451-25-000009	30-SEP-2025								KESTRA PRIVATE WEALTH SERVICES, LLC	5707 SOUTHWEST PARKWAY	BLDG 2 STE 400	AUSTIN	TX	78735	13F HOLDINGS REPORT	028-20365			N	
0002013390-25-000004	30-SEP-2025								CacheTech Inc.	701 S MAIN	STE 400	LOGAN	UT	84321	13F COMBINATION REPORT	028-24255			N	
0001315863-25-000814	30-SEP-2025								ARMISTICE CAPITAL, LLC	510 MADISON AVENUE, 7TH FLOOR		NEW YORK	NY	10022	13F HOLDINGS REPORT	028-16738			N	
0001730765-25-000008	30-SEP-2025								Triumph Capital Management	1610 WYNKOOP STREET	SUITE 550	DENVER	CO	80202	13F HOLDINGS REPORT	028-21297	000282814	801-107312	N	
0002008513-25-000004	30-SEP-2025								Turning Point Benefit Group, Inc.	7210 CORPORATE COURT, SUITE A		FREDERICK	MD	21703	13F HOLDINGS REPORT	028-24722	000301282	801-116895	N	
0001844393-25-000003	30-SEP-2025								Financial Avengers, Inc.	827 BROADWAY	SUITE 210	OAKLAND	CA	94612	13F HOLDINGS REPORT	028-20587	000119636	801-78015	N	
0002096913-25-000001	30-SEP-2025								SHUTTLEWORTH & Co	3807 ATTUCKS DRIVE		POWELL	OH	43065	13F HOLDINGS REPORT	028-25879	000121382		N	
0001698926-25-000007	30-SEP-2025								Adalta Capital Management LLC	445 PARK AVENUE	SUITE 16D	NEW YORK	NY	10022	13F HOLDINGS REPORT	028-18082	000283771	801-107823	N	
0001729254-25-000006	30-SEP-2025								Front Row Advisors LLC	1100 MAR WEST ST.	SUITE C	TIBURON	CA	94920	13F HOLDINGS REPORT	028-18239			N	
0001420506-25-003453	30-SEP-2025	N							PharVision Advisers, LLC	10055 YAMATO ROAD	SUITE 508	BOCA RATON	FL	33498	13F HOLDINGS REPORT	028-25349			N	
0001398344-25-021002	30-SEP-2025	N							Silicon Valley Capital Partners	1731 TECHNOLOGY DRIVE, SUITE 810		SAN JOSE	CA	95110	13F HOLDINGS REPORT	028-17464	000125114	801-62004	N	
0001390202-25-000003	30-SEP-2025	N							Laurion Capital Management LP	360 MADISON AVENUE	SUITE 2000	NEW YORK	NY	10017	13F HOLDINGS REPORT	028-12437	000161278	801-73253	N	
0001564702-25-000027	30-SEP-2025								PDT Partners, LLC	60 Columbus Circle	18th Floor	New York	NY	10023	13F HOLDINGS REPORT	028-15351	000163776	028-15351	N	
0001543568-25-000003	30-SEP-2025								Connective Capital Management, LLC	720 UNIVERSITY AVENUE		PALO ALTO	CA	94301	13F HOLDINGS REPORT	028-15202	000161099	801-74339	N	
0001213900-25-111112	30-SEP-2025	N							CYBER HORNET ETFs LLC	200 2ND AVE. SOUTH #737		Saint Petersburg	FL	33701	13F HOLDINGS REPORT	028-24458			N	
0001801674-25-000002	30-SEP-2025	N							WJ Wealth Management, LLC	18275 NORTH 59TH AVENUE B-112		GLENDALE	AZ	85308	13F HOLDINGS REPORT	028-19724			N	
0001420506-25-003457	30-SEP-2025	N							Pine Ridge Advisers LLC	450 LEXINGTON AVENUE	38TH FLOOR	NEW YORK	NY	10017	13F HOLDINGS REPORT	028-21021			N	
0001103887-25-000010	30-SEP-2025	Y	1	RESTATEMENT					NWI MANAGEMENT LP	623 FIFTH AVENUE	23 FLOOR	NEW YORK	NY	10022	13F HOLDINGS REPORT	028-05499			N	
0001420506-25-003455	30-SEP-2025	N							Sender Co & Partners, Inc.	401 BROADWAY	SUITE 309	NEW YORK	NY	10013	13F HOLDINGS REPORT	028-22024			N	
0001727407-25-000006	30-SEP-2025								17 CAPITAL PARTNERS, LLC	4417 N 40TH STREET	SUITE 300	PHEONIX	AZ	85018	13F HOLDINGS REPORT	028-21312			N	
0001282189-25-000006	30-SEP-2025								VALUEWORKS LLC	ONE WORLD TRADE CENTER	SUITE 84-G	NEW YORK	NY	10007	13F HOLDINGS REPORT	028-11180			N	
0001172661-25-005127	30-SEP-2025	N							ZACKS INVESTMENT MANAGEMENT	10 S. Riverside Plaza	Suite 1600	Chicago	IL	60606	13F HOLDINGS REPORT	028-04587	000110897	801-40592	N	
0001908423-25-000004	30-SEP-2025	N							Alapocas Investment Partners, Inc.	50 DUNHAM RIDGE	SUITE 3100	BEVERLY	MA	01915	13F HOLDINGS REPORT	028-21615	000300841	801-114902	N	
0001214659-25-016744	30-SEP-2025	N							Prairie Wealth Advisors, Inc.	10250 REGENCY CIR STE 115		OMAHA	NE	68114	13F HOLDINGS REPORT	028-24167			N	
0001172661-25-005126	30-SEP-2025	N							CREDIT AGRICOLE S A	12 Place des Etats-Unis		Montrouge Cedex	I0	92127	13F HOLDINGS REPORT	028-11373			Y	Due to fund restructuring, name changes will be submitted for Degroof Petercam Asset Services S.A. and CA Indosuez Wealth (Europe).  After approval of the changes, an amendment will be submitted for the Q3 2025 13F filing.
0001999371-25-017942	30-SEP-2025	N							Redwood Park Advisors LLC	3 TWIN DOLPHIN DRIVE	Suite 210	Redwood City	CA	94065	13F HOLDINGS REPORT	028-25037			N	
0001754960-25-000798	30-SEP-2025								Avior Wealth Management, LLC	14301 FIRST NATIONAL BANK PARKWAY	#110	OMAHA	NE	68154	13F HOLDINGS REPORT	028-15984			N	
0001628280-25-052418	30-SEP-2025	N							Finward Bancorp	9204 Columbia Ave		Munster	IN	46321	13F HOLDINGS REPORT	028-25084			N	
0000947871-25-001016	30-SEP-2025	N							MAVERICK CAPITAL LTD	1900 N. PEARL STREET, 20TH FLOOR		DALLAS	TX	75201	13F HOLDINGS REPORT	028-06270			N	
0001632118-25-000009	30-SEP-2025								BONTEMPO OHLY CAPITAL MGMT LLC	7501 WISCONSIN AVE	SUITE 1340E	BETHESDA	MD	20814	13F HOLDINGS REPORT	028-16805	000132804	801-63584	N	
0001765380-25-000502	30-SEP-2025								Keystone Financial Group	527 WELLINGTON WAY, STE 225		LEXINGTON	KY	40503	13F HOLDINGS REPORT	028-18307	000170201	801-79274	N	
0001965522-25-000007	30-SEP-2025								Clifford Group, LLC	321 COMMONWEALTH ROAD	SUITE 103	WAYLAND	MA	01778	13F HOLDINGS REPORT	028-22914	000318897		N	
0001826394-25-000007	30-SEP-2025								Plotkin Financial Advisors, LLC	8401 CONNECTICUT AVENUE	SUITE 401	CHEVY CHASE	MD	20815	13F HOLDINGS REPORT	028-24497	000127635	801-85168	N	
0001172661-25-005124	30-SEP-2025	N							Ellevest, Inc.	228 Park Ave S.	Pmb 94934	New York	NY	10003-1502	13F HOLDINGS REPORT	028-18979	000175476	801-106683	N	
0001586767-25-000010	30-SEP-2025								Arax Advisory Partners	730 17TH STREET, SUITE 107		DENVER	CO	80202	13F HOLDINGS REPORT	028-17856			N	
0001536444-25-000008	30-SEP-2025								Camarda Financial Advisors, LLC	4371 US HIGHWAY 17	SUITE 201	FLEMING ISLAND	FL	32003	13F HOLDINGS REPORT	028-15155	000113784	801-61028	N	
0002081278-25-000002	30-SEP-2025								SUMMIT WEALTH GROUP LLC / CO	13710 STRUTHERS ROAD	SUITE 115	COLORADO SPRINGS	CO	80921	13F HOLDINGS REPORT	028-25709	000335242	801-132262	N	
0001717479-25-000006	30-SEP-2025								Redwood Investment Management, LLC	4110 N. SCOTTSDALE RD., STE 125		SCOTTSDALE	AZ	85251	13F HOLDINGS REPORT	028-18341			N	
0001333986-25-000070	30-SEP-2025								Equitable Holdings, Inc.	1345 AVENUE OF THE AMERICAS		NEW YORK	NY	10105	13F HOLDINGS REPORT	028-19172			Y	All media outlets, please contact Erik Bass (212-314-2476) with any questions.
0001952722-25-000002	30-SEP-2025								SWAN Capital LLC	107 W GREGORY ST		PENSACOLA	FL	32502	13F HOLDINGS REPORT	028-23261	000305793	801-127762	N	
0001062993-25-016855	30-SEP-2025	N							Georgetown University	37TH & O STREETS, N.W.	HEALY HALL 204	WASHINGTON	DC	20057	13F HOLDINGS REPORT	028-18395			N	
0001950490-25-000006	30-SEP-2025	N							Panoramic Capital, LLC	900 LARKSPUR LANDING CIRCLE, SUITE 205		LARKSPUR	CA	94939	13F HOLDINGS REPORT	028-25317	000153450	801-130526	N	
0000929638-25-004301	30-SEP-2025	N							Fund 1 Investments, LLC	100 CARR 115	UNIT 1900	RINCON	PR	00677	13F HOLDINGS REPORT	028-23083			N	
0001140361-25-042362	30-SEP-2025	N							Caisse de depot et placement du Quebec	1000 PLACE JEAN-PAUL RIOPELLE		Montreal	A8	H2Z2B3	13F HOLDINGS REPORT	028-12476			N	
0001172661-25-005120	30-SEP-2025	N							Freestone Grove Partners LP	One Market Plaza, Steuart Tower	9th Floor	San Francisco	CA	94105	13F HOLDINGS REPORT	028-25337	000328089	801-129178	N	
0001999371-25-017935	30-SEP-2025	N							KELLEHER FINANCIAL ADVISORS	100 Wall Street	Suite 804	NEW YORK	NY	10005	13F HOLDINGS REPORT	028-14077			N	
0002085853-25-000283	30-SEP-2025	N							Capstone Wealth Management Group LLC	404 Sw Columbia St	Ste 230	Bend	OR	97702	13F HOLDINGS REPORT	028-25525			N	
0001104659-25-112697	30-SEP-2025	N							Bellevue Group AG	THEATERSTRASSE 12		ZURICH	V8	CH-8001	13F HOLDINGS REPORT	028-17462			N	
0001606507-25-000008	30-SEP-2025								Arlington Capital Management, Inc.	21 S EVERGREEN AVE	100	ARLINGTON HEIGHTS	IL	60005	13F HOLDINGS REPORT	028-16665			N	
0001172661-25-005117	30-SEP-2025	N							TRUE Private Wealth Advisors	388 State St Suite 1000		Salem	OR	97301	13F HOLDINGS REPORT	028-17403	000164947	801-76997	N	
0001533964-25-000013	30-SEP-2025								Virtu Financial LLC	1633 Broadway		New York	NY	10019	13F HOLDINGS REPORT	028-14585			N	
0001172661-25-005113	30-SEP-2025	N							Amundi	91-93 Boulevard Pasteur		Paris	I0	75015	13F HOLDINGS REPORT	028-11416			N	
0001398344-25-020999	30-SEP-2025	N							CARDIFF PARK ADVISORS, LLC	338 VIA VERA CRUZ SUITE 240		SAN MARCOS	CA	92078	13F HOLDINGS REPORT	028-22213	000126752	801-66660	N	
0001658652-25-000004	30-SEP-2025	N							Terra Nova Asset Management LLC	777 THIRD AVENUE		NEW YORK	NY	10017	13F HOLDINGS REPORT	028-17051	000111676	801-55603	N	
0000902664-25-005073	30-SEP-2025	N							Kamunting Street Capital Management, L.P.	119 WASHINGTON AVENUE	SUITE 600	MIAMI BEACH	FL	33139	13F HOLDINGS REPORT	028-11244	000158880	801-72724	N	
0001358828-25-000005	30-SEP-2025	N							Financial Sense Advisors, Inc.	10920 VIA FRONTERA	SUITE 500	SAN DIEGO	CA	92127	13F HOLDINGS REPORT	028-11894			N	
0001892688-25-000199	30-SEP-2025								JAT Capital Mgmt LP	24 FIELD POINT ROAD	2ND FLOOR	GREENWICH	CT	06830	13F HOLDINGS REPORT	028-22171	000311599	801-119981	N	
0001665241-25-000003	30-SEP-2025	N							Schonfeld Strategic Advisors LLC	590 MADISON AVENUE	23RD FLOOR	NEW YORK	NY	10022	13F HOLDINGS REPORT	028-17469	000281984	801-106963	N	
0002009023-25-000002	30-SEP-2025	N							L1 Capital International Pty Ltd	Level 32	1 Farrer Place, Governor Phillip Tower	Sydney NSW 2000	C3	00000	13F HOLDINGS REPORT	028-23916			N	
0001963565-25-000004	30-SEP-2025	N							Value Aligned Research Advisors, LLC	51 PARK PLACE		PRINCETON	NJ	08542	13F HOLDINGS REPORT	028-22768	000319135	801-123703	N	
0001599852-25-000002	30-SEP-2025	N							Holt Capital Advisors, L.L.C. dba Holt Capital Partners, L.P.	301 COMMERCE STREET	SUITE 1430	FORT WORTH	TX	76102	13F HOLDINGS REPORT	028-16001	000117863	801-78012	N	
0000897070-25-000013	30-SEP-2025								ASHFORD CAPITAL MANAGEMENT INC	1 WALKER'S MILL ROAD		WILMINGTON	DE	19807	13F HOLDINGS REPORT	028-03420			N	
0002023071-25-000006	30-SEP-2025								Perissos Private Wealth Management, LLC	4107 N COUNCIL RD	BLD A2	BETHANY	OK	73008	13F HOLDINGS REPORT	028-24142			N	
0001911348-25-000008	30-SEP-2025								JOSH ARNOLD INVESTMENT CONSULTANT, LLC	6800 FRANCE AVENUE SOUTH, #325		EDINA	MN	55435	13F HOLDINGS REPORT	028-22238	000163088	801-120651	N	
0001635999-25-000009	30-SEP-2025	N							Think Investments LP	One Letterman Drive	Building C, Suite Cm-420	San Francisco	CA	94129	13F HOLDINGS REPORT	028-16860	000169347	801-78779	N	
0001954551-25-000009	30-SEP-2025								Warther Private Wealth, LLC	1075 W. MARKET ST		AKRON	OH	44313	13F HOLDINGS REPORT	028-22710	000813761		N	
0001167557-25-000065	30-SEP-2025	N							AQR CAPITAL MANAGEMENT LLC	ONE GREENWICH PLAZA	SUITE 130	Greenwich	CT	06830	13F COMBINATION REPORT	028-10120	000111883	801-55543	N	
0001907054-25-000007	30-SEP-2025								NCM Capital Management, LLC	161 FRANKLIN TURNPIKE SUITE 201		RAMSEY	NJ	07446	13F HOLDINGS REPORT	028-22237	000151109	801-101518	N	
0001446114-25-000048	30-SEP-2025	N							Ancora Advisors LLC	6060 Parkland Boulevard, Suite 200		Cleveland	OH	44124	13F HOLDINGS REPORT	028-13214			N	
0001214659-25-016711	30-SEP-2025	N							Imprint Wealth LLC	75 PORT CITY LANDING	SUITE 110	MOUNT PLEASANT	SC	29464	13F HOLDINGS REPORT	028-23256			N	
0001172661-25-005084	30-SEP-2025	N							INTEGRITY WEALTH ADVISORS, INC.	196 S. Fir St., Suite 140		Ventura	CA	93001	13F HOLDINGS REPORT	028-25087			N	
0000720005-25-000087	30-SEP-2025								RAYMOND JAMES FINANCIAL INC	880 CARILLON PKWY		ST. PETERSBURG	FL	33716	13F HOLDINGS REPORT	028-24793			Y	Starting with the quarter ending (December 31,2024), the Reporting Person is filing form 13F-HR to report the positions in Section 13(f) Securities over which its subsidiaries exercise investment discretion, and the subsidiaries that exercise investment discretion over $100 million in Section 13(f) Securities will file Form 13F-NT and identify the Reporting Person as the Other Manager filed Form 13F-HR to report the positions in Section 13(f) Securities over which such subsidiary directly or indirectly exercised investment discretion, and certain other subsidiaries filed Form 13F-NT.
0001540235-25-000008	30-SEP-2025								Creative Planning	5454 W.110TH STREET		OVERLAND PARK	KS	66211	13F HOLDINGS REPORT	028-14616	000105348	801-18564	N	
0001207017-25-000074	30-SEP-2025								LAZARD ASSET MANAGEMENT LLC	30 ROCKEFELLER PLZ	56TH FL.	NEW YORK	NY	10112	13F COMBINATION REPORT	028-10469			N	
0001681614-25-000012	30-SEP-2025								Kanen Wealth Management LLC	6810 LYONS TECHNOLOGY CIRCLE	SUITE 160	COCONUT CREEK	FL	33073	13F HOLDINGS REPORT	028-21358	000282746	801-116998	N	
0001326389-25-000279	30-SEP-2025								Polar Asset Management Partners Inc.	16 YORK STREET SUITE 2900		TORONTO	A6	M5J 0E6	13F HOLDINGS REPORT	028-12489	000162681	801-120867	N	
0000905148-25-004050	30-SEP-2025	N							SummitTX Capital, L.P.	201 MAIN ST.	SUITE 1900	FORT WORTH	TX	76102	13F HOLDINGS REPORT	028-25605	000333741	801-131664	N	
0001589282-25-000005	30-SEP-2025	N							Fort Point Capital Partners LLC	275 Sacramento St	8th Floor	San Francisco	CA	94111	13F HOLDINGS REPORT	028-16070	000146759	801-696-50	N	
0001062993-25-016846	30-SEP-2025	N							Concorde Asset Management, LLC	3909 RESEARCH PARK DRIVE, SUITE 200		ANN ARBOR	MI	48108	13F HOLDINGS REPORT	028-16513	000140367	801-74519	N	
0000913760-25-000188	30-SEP-2025	N							StoneX Group Inc.	230 PARK AVE	10TH FLOOR	NEW YORK	NY	10169	13F HOLDINGS REPORT	028-17573			N	
0001420506-25-003434	30-SEP-2025	N							Beck Bode, LLC	858 WASHINGTON ST STE 100		DEDHAM	MA	02026	13F HOLDINGS REPORT	028-19644	000282611	801-107188	N	
0001906640-25-000005	30-SEP-2025								Widmann Financial Services, Inc.	4321 NORTHVIEW DRIVE		BOWIE	MD	20716	13F HOLDINGS REPORT	028-21526	000289106	801-111962	N	
0001765380-25-000501	30-SEP-2025								RPS ADVISORY SOLUTIONS LLC	3432 STONY SPRING CIRCLE		LOUISVILLE	KY	40220	13F HOLDINGS REPORT	028-24234	000311575	801-119926	N	
